rank,name,age_x,country_x,industry,sex,citizenship,marital _status,source_1_x,source_2_x,source_3_x,final_worth,age_y,industry_billionaires,source_1_y,source_2_y,source_3_y
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,75.0,Diversified,Diversified,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,67.0,Fashion & Retail,Shoes,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,84.0,Technology,Software,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,37.0,Technology,Software,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,35.0,Technology,Software,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,58.0,Finance & Investments,Hotels, investments,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,73.0,Fashion & Retail,Supermarkets,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,82.0,Real Estate,Real estate,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,63.0,Fashion & Retail,Fashion investments,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,80.0,Logistics,Shipping,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,60.0,Food & Beverage,Liquor,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,61.0,Automotive,Automobiles, batteries,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,57.0,Technology,Smartphone components,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,54.0,Manufacturing,Electric bikes, scooters,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,33.0,Fashion & Retail,Eyeglasses,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,65.0,Healthcare,Generic drugs,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,62.0,Finance & Investments,Investments,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,87.0,Manufacturing,Microchip testing,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,76.0,Finance & Investments,Private equity,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,66.0,Fashion & Retail,Eyeglasses,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,18.0,Fashion & Retail,Eyeglases,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,27.0,Fashion & Retail,Eyeglasses,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,21.0,Fashion & Retail,Eyeglasses,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,64.0,Fashion & Retail,Eyeglasses,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,61.0,Fashion & Retail,Eyeglasses,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,70.0,Finance & Investments,Investing,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,57.0,Fashion & Retail,Skincare,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,58.0,Technology,Software,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,65.0,Energy,Oil, coal, real estate
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,81.0,Manufacturing,Paper,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,54.0,Food & Beverage,Infant formula,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,61.0,Finance & Investments,Hedge funds,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,60.0,Food & Beverage,Commodities,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,90.0,Healthcare,Hospitals,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,88.0,Finance & Investments,Investments,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,76.0,Fashion & Retail,Drugstores,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,71.0,Construction & Engineering,Construction, pipes, banking
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,61.0,Fashion & Retail,Winter jackets,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,65.0,Healthcare,Biopharmaceuticals,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,66.0,Automotive,Auto parts,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,45.0,Finance & Investments,Private equity,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,70.0,Technology,Business software,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,75.0,Manufacturing,Manufacturing,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,58.0,Diversified,Fertilizer,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,54.0,Technology,Cybersecurity,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,65.0,Logistics,Shipping,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,65.0,Fashion & Retail,Eyeglasses,,
818,J.B. Pritzker,58.0,United States,Finance & Investments,Male,United States,Married,Hotels, investments,,3500,56.0,Manufacturing,Steel,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,56.0,Finance & Investments,Hedge funds,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,55.0,Energy,Renewable energy,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,52.0,Metals & Mining,Metals,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,69.0,Food & Beverage,Diversified,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,50.0,Food & Beverage,Consumer goods,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,52.0,Manufacturing,Chemicals,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,72.0,Diversified,Virgin,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,64.0,Finance & Investments,Finance,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,63.0,Food & Beverage,Spirits,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,84.0,Fashion & Retail,Diamond jewelry,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,86.0,Media & Entertainment,Cable television,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,75.0,Sports,Johnson & Johnson, sports,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,66.0,Finance & Investments,Investments,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,62.0,Fashion & Retail,Estee Lauder,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,68.0,Food & Beverage,Tobacco,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,58.0,Fashion & Retail,Online retail,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,72.0,Technology,Web hosting,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,81.0,Finance & Investments,TD Ameritrade,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,88.0,Real Estate,Real estate,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,65.0,Healthcare,Pharmaceuticals,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,59.0,Media & Entertainment,Publishing,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,81.0,Food & Beverage,Flavorings,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,54.0,Healthcare,Pharmaceuticals,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,52.0,Technology,Software,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,53.0,Technology,Zoom Video Communications,,
852,Stephen Smith,72.0,Canada,Finance & Investments,Male,Canada,Married,Finance and investments,,,3400,75.0,Media & Entertainment,Bloomberg LP,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,75.0,Construction & Engineering,Scaffolding, cement mixers,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,49.0,Finance & Investments,Hedge funds,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,81.0,Manufacturing,Hearing aids,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,56.0,Manufacturing,Quartz products,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,77.0,Food & Beverage,Campbell Soup,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,68.0,Food & Beverage,Beer,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,79.0,Automotive,Car dealerships,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,55.0,Technology,Surveillance equipment,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,88.0,Real Estate,Shopping malls,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,72.0,Construction & Engineering,Homebuilding,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,82.0,Diversified,Diversified,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,59.0,Finance & Investments,Investments,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,78.0,Media & Entertainment,Movie making,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,79.0,Fashion & Retail,Home furnishings,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,77.0,Metals & Mining,Fertilizer,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,77.0,Finance & Investments,Discount brokerage,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,88.0,Diversified,Casinos, real estate,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,68.0,Telecom,Telecom,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,55.0,Finance & Investments,Venture capital,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,54.0,Technology,Software,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,71.0,Finance & Investments,Finance and investments,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,38.0,Finance & Investments,Fintech,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,48.0,Finance & Investments,Hedge fund,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,74.0,Finance & Investments,Investments,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,59.0,Manufacturing,Furniture,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,53.0,Manufacturing,Agribusiness,,
878,Ryan Cohen,38.0,Canada,Finance & Investments,Male,Canada,Married,Investments,,,3300,73.0,Fashion & Retail,Retail,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,53.0,Food & Beverage,Tequila,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,85.0,Fashion & Retail,Fashion retail, investments,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,87.0,Fashion & Retail,Fashion retail, investments,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,82.0,Manufacturing,Chemicals,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,70.0,Finance & Investments,Supermarkets, investments,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,64.0,Manufacturing,Household chemicals,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,69.0,Fashion & Retail,Fashion,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,84.0,Manufacturing,Chemicals,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,86.0,Healthcare,Biotech,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,53.0,Automotive,Electric scooters,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,70.0,Media & Entertainment,Satellite TV,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,56.0,Technology,Yahoo,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,85.0,Logistics,Logistics, real estate,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,55.0,Fashion & Retail,Retail,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,67.0,Technology,Software services,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,60.0,Fashion & Retail,Department stores,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,69.0,Finance & Investments,Investment,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,60.0,Healthcare,Pharmaceuticals,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,71.0,Finance & Investments,Investments,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,52.0,Technology,Samsung,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,55.0,Manufacturing,Lithium,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,54.0,Manufacturing,Manufacturing,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,59.0,Healthcare,Pharmaceuticals, power,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,68.0,Healthcare,Pharmaceuticals, power,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,61.0,Metals & Mining,Mining, commodities,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,72.0,Real Estate,Real estate,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,86.0,Automotive,Cars,,
905,St̩phane Bancel,51.0,France,Healthcare,Male,France,Married,Biotech, vaccines,,3200,69.0,Construction & Engineering,Construction,,
