rank,name,age_x,country_x,industry,sex,citizenship,marital _status,source_1_x,source_2_x,source_3_x,final_worth,age_y,industry_billionaires,source_1_y,source_2_y,source_3_y
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,58.0,Healthcare,Healthcare,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,89.0,Manufacturing,Agrochemicals,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,53.0,Fashion & Retail,Cosmetics,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,75.0,Real Estate,Real estate development,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,69.0,Diversified,Insurance, NFL team,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,63.0,Service,Call centers,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,82.0,Manufacturing,Footwear,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,59.0,Technology,Semiconductor,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,72.0,Sports,Sports teams,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,76.0,Real Estate,Real estate services,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,80.0,Energy,Energy services,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,49.0,Manufacturing,Packaging,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,49.0,Food & Beverage,Bars,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,58.0,Manufacturing,Coking,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,74.0,Telecom,Telecom, investments,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,49.0,Technology,Financial technology,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,53.0,Logistics,Logistics,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,59.0,Manufacturing,Manufacturing,,
1725,Wang Changtian,58.0,China,Media & Entertainment,Male,China,Married,TV, movie production,,1700,60.0,Manufacturing,Electronics,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,82.0,Food & Beverage,Snacks,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,62.0,Diversified,Petroleum, diversified,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,68.0,Diversified,Diversified,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,61.0,Manufacturing,Gym equipment,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,26.0,Diversified,Investments,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,27.0,Diversified,Investments,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,68.0,Diversified,Forestry, mining,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,70.0,Healthcare,Pharmaceuticals,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,53.0,Fashion & Retail,Fashion retail, investments,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,79.0,Metals & Mining,Mining,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,79.0,Diversified,Banking, oil,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,85.0,Fashion & Retail,Luxury goods,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,46.0,Food & Beverage,Consumer goods,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,65.0,Diversified,Energy, banking, construction
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,61.0,Technology,Software,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,68.0,Logistics,Shipping, airlines,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,60.0,Manufacturing,Manufacturing,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,70.0,Diversified,Finance, real estate,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,49.0,Finance & Investments,Banking,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,55.0,Manufacturing,Electrodes,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,70.0,Technology,IT consulting,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,47.0,Diversified,Diversified,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,49.0,Finance & Investments,Private equity,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,60.0,Manufacturing,Manufacturing,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,94.0,Media & Entertainment,Cable television,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,69.0,Fashion & Retail,Retail stores,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,78.0,Logistics,Ports,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,87.0,Fashion & Retail,Art collection,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,58.0,Manufacturing,Consumer electronics,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,67.0,Technology,Software,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,54.0,Finance & Investments,Private equity,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,53.0,Finance & Investments,Investments,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,69.0,Manufacturing,Chemicals,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,73.0,Real Estate,Real estate,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,52.0,Finance & Investments,Consumer products, banking,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,70.0,Technology,Semiconductors,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,61.0,Media & Entertainment,Movies, digital effects,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,97.0,Finance & Investments,Money management,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,57.0,Healthcare,Phamaceuticals,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,67.0,Healthcare,Pharmaceuticals,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,62.0,Diversified,Investments,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,78.0,Diversified,Diversified,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,95.0,Fashion & Retail,Retail,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,73.0,Food & Beverage,Beer,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,68.0,Real Estate,Real estate, hotels,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,76.0,Diversified,Banking, shipping,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,56.0,Manufacturing,Machine tools,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,60.0,Manufacturing,Machine tools,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,63.0,Manufacturing,Manufacturing,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,50.0,Manufacturing,Lithium-ion battery cap,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,59.0,Manufacturing,Chemicals,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,71.0,Fashion & Retail,Apparel,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,66.0,Manufacturing,Stainless steel products,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,90.0,Technology,Optical components,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,66.0,Manufacturing,Chemicals,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,80.0,Automotive,Education,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,59.0,Logistics,Logistics,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,77.0,Diversified,Diversified,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,79.0,Real Estate,Hotels,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,88.0,Diversified,Utilities, diversified,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,48.0,Finance & Investments,Private equity,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,70.0,Fashion & Retail,Shoes,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,78.0,Service,Fine jewelry,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,79.0,Logistics,Transportation,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,63.0,Technology,Semiconductors,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,74.0,Diversified,Diversified,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,73.0,Energy,Sugar, ethanol,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,65.0,Finance & Investments,Finance,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,65.0,Finance & Investments,Finance,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,80.0,Finance & Investments,Investments,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,49.0,Construction & Engineering,Toll roads,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,48.0,Fashion & Retail,H&M,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,55.0,Food & Beverage,Sports drink,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,66.0,Food & Beverage,Beer distribution,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,39.0,Real Estate,Real estate, hotels,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,63.0,Finance & Investments,Finance,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,52.0,Finance & Investments,Hedge fund,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,56.0,Service,Healthcare services,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,53.0,Technology,Facebook,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,62.0,Automotive,Automotive technology,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,40.0,Media & Entertainment,Social media,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,64.0,Fashion & Retail,retail,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,73.0,Finance & Investments,Investments,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,82.0,Healthcare,Pharmaceuticals,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,64.0,Technology,Software,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,79.0,Real Estate,Airports, real estate,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,72.0,Real Estate,Real estate,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,65.0,Finance & Investments,Hedge funds,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,56.0,Fashion & Retail,Liquor stores, supermarkets,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,74.0,Real Estate,Utilities, real estate,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,39.0,Technology,Instagram,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,65.0,Food & Beverage,Feed,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,40.0,Food & Beverage,Beverages,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,65.0,Technology,Semiconductors,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,79.0,Manufacturing,Paints,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,50.0,Healthcare,Healthcare IT,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,63.0,Fashion & Retail,Contact Lens,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,67.0,Telecom,Telecom,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,79.0,Manufacturing,Investments, art,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,63.0,Automotive,Automotive,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,75.0,Telecom,Telecom,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,52.0,Gambling & Casinos,Gambling products,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,54.0,Healthcare,Pharmaceuticals,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,61.0,Healthcare,Medical devices,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,71.0,Energy,Natural gas,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,87.0,Real Estate,Real estate,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,47.0,Technology,Software,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,65.0,Media & Entertainment,Online games,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,50.0,Technology,Electronics,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,62.0,Food & Beverage,Brewery,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,61.0,Service,Education,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,65.0,Media & Entertainment,Online games,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,43.0,Service,Education,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,65.0,Energy,Solar,,
1905,Qi Xiangdong,52.0,China,Technology,Male,China,Married,Software,,,1500,66.0,Fashion & Retail,Jewelry,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,83.0,Diversified,Diversified,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,80.0,Finance & Investments,Investments,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,52.0,Fashion & Retail,Retail,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,40.0,Technology,Flipkart,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,75.0,Healthcare,Pharmaceuticals,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,79.0,Diversified,Real estate, manufacturing,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,71.0,Energy,Oil,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,53.0,Food & Beverage,Consumer goods,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,52.0,Metals & Mining,Nickel,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,64.0,Technology,AOL,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,55.0,Technology,Testing equipment,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,74.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,83.0,Finance & Investments,Banking,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,65.0,Metals & Mining,Mining,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,97.0,Manufacturing,Chemicals,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,65.0,Finance & Investments,Investments,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,75.0,Fashion & Retail,Beauty products,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,44.0,Technology,Data analytics,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,55.0,Diversified,Diversified,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,53.0,Food & Beverage,Restaurant,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,64.0,Manufacturing,Textiles, paper,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,80.0,Service,Cruises,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,44.0,Construction & Engineering,Construction, investments,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,79.0,Finance & Investments,Banking, investments,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,45.0,Automotive,Electric vehicles,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,65.0,Fashion & Retail,Consumer goods,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,81.0,Fashion & Retail,Fashion retail,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,40.0,Technology,Cloud storage service,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,58.0,Manufacturing,Chemicals,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,74.0,Manufacturing,Textiles,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,68.0,Healthcare,Pharmaceuticals,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,56.0,Media & Entertainment,Online games,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,59.0,Real Estate,Real estate, hotels,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,51.0,Manufacturing,Building materials,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,76.0,Finance & Investments,Financial services,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,42.0,Finance & Investments,Diversified,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,77.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,65.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,70.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,76.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,71.0,Diversified,Diversified,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,67.0,Diversified,Diversified,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,69.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,60.0,Diversified,Diversified,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,72.0,Finance & Investments,Mutual funds,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,69.0,Service,Cruises,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,97.0,Fashion & Retail,Fashion retailer,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,65.0,Metals & Mining,Mining,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,48.0,Automotive,Electric vehicles,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,52.0,Manufacturing,Powdered metal,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,53.0,Healthcare,Medical equipment,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,69.0,Technology,Manufacturing,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,60.0,Manufacturing,Paper,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,70.0,Metals & Mining,Investments,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,79.0,Food & Beverage,Drugstores,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,90.0,Diversified,Agribusiness,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,69.0,Media & Entertainment,Cable TV, investments,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,82.0,Technology,Cooking appliances,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,82.0,Manufacturing,Manufacturing,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,66.0,Manufacturing,Chemicals,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,68.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,55.0,Healthcare,Clinical diagnostics,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,82.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,57.0,Technology,Software,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,65.0,Healthcare,Medical diagnostic equipment,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,59.0,Metals & Mining,Steel,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,49.0,Finance & Investments,Energy drinks,investments,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,57.0,Finance & Investments,Investments,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,58.0,Manufacturing,Manufacturing,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,60.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,56.0,Healthcare,Medical devices,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,38.0,Fashion & Retail,H&M,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,50.0,Automotive,Electric scooters,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,57.0,Manufacturing,Tire,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,65.0,Healthcare,Pharmaceuticals,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,93.0,Diversified,Diversified,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,35.0,Fashion & Retail,Music, cosmetics,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,66.0,Construction & Engineering,Construction, pipes, chemicals
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,79.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,50.0,Manufacturing,Building materials,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,61.0,Healthcare,Generic drugs,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,85.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,61.0,Energy,Refinery, chemicals,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,58.0,Energy,Refinery, chemicals,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,97.0,Fashion & Retail,Retail,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,48.0,Technology,Cloud computing,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,46.0,Fashion & Retail,H&M,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,52.0,Healthcare,Pharmaceuticals,,
